speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
YDCK,arctic_b0328,Korean,l2,train,Change chairs Daylight commanded, Change chairs. Daylight commended.,change chairs daylight commanded,change chairs daylight commended,0.25,0.25,0.09523809523809523
PNV,arctic_b0252,Vietnamese,l2,train,It resembled tea less than lager beer resembles champagne, It resembles tea less than larger beer resembles champagne.,it resembled tea less than lager beer resembles champagne,it resembles tea less than larger beer resembles champagne,0.2222222222222222,0.2222222222222222,0.07317073170731707
SKA,arctic_b0345,Arabic,l2,train,Daylight made no answer and the door closed behind him, The light made no answer and the door closed behind the hem.,daylight made no answer and the door closed behind him,the light made no answer and the door closed behind the hem,0.4,0.3333333333333333,0.1388888888888889
SKA,arctic_b0067,Arabic,l2,train,Below him the shadow was broken into a pool of rippling starlight," Below him, the shadow was broken into a pool of rebelling strullite.",below him the shadow was broken into a pool of rippling starlight,below him the shadow was broken into a pool of rebelling strullite,0.16666666666666666,0.16666666666666666,0.08695652173913043
HKK,arctic_b0493,Korean,l2,train,You yellow giant thing of the frost, You yellow giant thing of the frost.,you yellow giant thing of the frost,you yellow giant thing of the frost,0.0,0.0,0.0
HKK,arctic_b0261,Korean,l2,train,And he did hurt my arm, and he did hurt my arm.,and he did hurt my arm,and he did hurt my arm,0.0,0.0,0.0
YDCK,arctic_a0435,Korean,l2,train,What do you mean by this outrageous conduct, What do you mean by this outrageous conduct?,what do you mean by this outrageous conduct,what do you mean by this outrageous conduct,0.0,0.0,0.0
TLV,arctic_b0121,Vietnamese,l2,train,I want my men to work by themselves, I want my men to walk by themselves.,i want my men to work by themselves,i want my men to walk by themselves,0.125,0.125,0.04
SKA,arctic_b0164,Arabic,l2,train,They laughed like two happy children, they love to have children.,they laughed like two happy children,they love to have children,0.6666666666666666,0.6666666666666666,0.36363636363636365
PNV,arctic_a0295,Vietnamese,l2,train,And twenty men could hold it with spears and arrows, and 20 men could hold it with pairs and arrows.,and twenty men could hold it with spears and arrows,and 20 men could hold it with pairs and arrows,0.2,0.2,0.05555555555555555
RRBI,arctic_a0015,Hindi,l2,train,It's the aurora borealis, It's the Aurora Borelis.,its the aurora borealis,its the aurora borelis,0.25,0.25,0.11764705882352941
RRBI,arctic_a0119,Hindi,l2,train,Jeanne was turning the bow shoreward," Jean was turning the bow, sure what?",jeanne was turning the bow shoreward,jean was turning the bow sure what,0.5,0.42857142857142855,0.14285714285714285
YKWK,arctic_b0210,Korean,l2,train,Whatever he guessed he locked away in the taboo room of Naomi," Whatever he guessed, he locked away in the turbo room of Naomi.",whatever he guessed he locked away in the taboo room of naomi,whatever he guessed he locked away in the turbo room of naomi,0.08333333333333333,0.08333333333333333,0.05128205128205128
TXHC,arctic_a0460,Chinese,l2,train,I had forgotten their existence, I had forgotten their existence.,i had forgotten their existence,i had forgotten their existence,0.0,0.0,0.0
ASI,arctic_b0406,Hindi,l2,train,How in hell did he know it was you in the dark, How in hell did he know it was you in the dark?,how in hell did he know it was you in the dark,how in hell did he know it was you in the dark,0.0,0.0,0.0
YKWK,arctic_a0260,Korean,l2,train,Nobody knew his history they of the Junta least of all," Nobody knew his history, day of the junta list of all.",nobody knew his history they of the junta least of all,nobody knew his history day of the junta list of all,0.18181818181818182,0.18181818181818182,0.05555555555555555
LXC,arctic_a0363,Chinese,l2,train,It's not an attempt to smash the market, It's not an attempt to smudge the market.,its not an attempt to smash the market,its not an attempt to smudge the market,0.125,0.125,0.07142857142857142
SKA,arctic_b0262,Arabic,l2,train,Saxon's onto her job, Saxon on to her job.,saxons onto her job,saxon on to her job,0.75,0.6,0.0625
NJS,arctic_a0223,Spanish,l2,train,My I'm almost homesick for it already," My, I'm almost homesick for it already.",my im almost homesick for it already,my im almost homesick for it already,0.0,0.0,0.0
ASI,arctic_b0471,Hindi,l2,train,Also a fellow Senator Chauncey Depew said," Also a fellow senator, Chauncey Depew said.",also a fellow senator chauncey depew said,also a fellow senator chauncey depew said,0.0,0.0,0.0
RRBI,arctic_a0475,Hindi,l2,train,His outstretched arm dropped to his side and he paused, His outstretched arm dropped to his side and he paused.,his outstretched arm dropped to his side and he paused,his outstretched arm dropped to his side and he paused,0.0,0.0,0.0
RRBI,arctic_b0309,Hindi,l2,train,Nor was Elam Harnish an exception," Noor was Alam, Harnish and Exception.",nor was elam harnish an exception,noor was alam harnish and exception,0.5,0.5,0.15384615384615385
ASI,arctic_a0470,Hindi,l2,train,He spat it out like so much venom, He spat it out like so much venom.,he spat it out like so much venom,he spat it out like so much venom,0.0,0.0,0.0
SKA,arctic_b0175,Arabic,l2,train,Sheldon glanced at the thermometer, So the lens at the 20 meters.,sheldon glanced at the thermometer,so the lens at the 20 meters,1.0,0.7142857142857143,0.7083333333333334
YDCK,arctic_b0134,Korean,l2,train,Blind with rage he darted in," Blind with rage, he darted in.",blind with rage he darted in,blind with rage he darted in,0.0,0.0,0.0
LXC,arctic_b0317,Chinese,l2,train,He did not believe in the burning of daylight for such a luxury, he did not believe in the burning of a daylight for such a luxury.,he did not believe in the burning of daylight for such a luxury,he did not believe in the burning of a daylight for such a luxury,0.07692307692307693,0.07142857142857142,0.023809523809523808
ABA,arctic_b0018,Arabic,l2,train,I was completely lost in my work, I was completely lost in my work.,i was completely lost in my work,i was completely lost in my work,0.0,0.0,0.0
HKK,arctic_b0492,Korean,l2,train,Thus he turned the tenets and jargon of psychology back on me, does it turn the tenants and jargon of psychology back on me?,thus he turned the tenets and jargon of psychology back on me,does it turn the tenants and jargon of psychology back on me,0.3333333333333333,0.3333333333333333,0.13953488372093023
RRBI,arctic_a0589,Hindi,l2,train,I was sick once typhoid," I was sick once, typhoid.",i was sick once typhoid,i was sick once typhoid,0.0,0.0,0.0
TLV,arctic_a0523,Vietnamese,l2,train,They could not continue their method of producing surpluses, They could not continue their method of producing surplus.,they could not continue their method of producing surpluses,they could not continue their method of producing surplus,0.1111111111111111,0.1111111111111111,0.047619047619047616
THV,arctic_a0118,Vietnamese,l2,train,Pierre obeys me when we are together, appear obeys me when we are together.,pierre obeys me when we are together,appear obeys me when we are together,0.14285714285714285,0.14285714285714285,0.13043478260869565
YDCK,arctic_b0037,Korean,l2,train,Philip knew that she was not an Indian, Philip knew that she was not an Indian.,philip knew that she was not an indian,philip knew that she was not an indian,0.0,0.0,0.0
NJS,arctic_b0351,Spanish,l2,train,Matthewson who's this bookkeeper Rogers," Matthewson, who's this bookkeeper, Rogers?",matthewson whos this bookkeeper rogers,matthewson whos this bookkeeper rogers,0.0,0.0,0.0
MBMPS,arctic_a0497,Spanish,l2,train,King took every advantage he knew, King took every advantage he knew.,king took every advantage he knew,king took every advantage he knew,0.0,0.0,0.0
HKK,arctic_b0277,Korean,l2,train,Two of the Folk were already up, two of the folk were already off.,two of the folk were already up,two of the folk were already off,0.14285714285714285,0.14285714285714285,0.10526315789473684
LXC,arctic_a0542,Chinese,l2,train,Without a doubt some of them have dinner engagements," Without a doubt, some of them have dinner engagements.",without a doubt some of them have dinner engagements,without a doubt some of them have dinner engagements,0.0,0.0,0.0
TXHC,arctic_a0016,Chinese,l2,train,There's Fort Churchill a rifle shot beyond the ridge asleep," There's Fort Churchill, a rifle shot beyond the ridge asleep.",theres fort churchill a rifle shot beyond the ridge asleep,theres fort churchill a rifle shot beyond the ridge asleep,0.0,0.0,0.0
TLV,arctic_a0110,Vietnamese,l2,train,Much replied Jeanne as tersely, must reply to me at that time.,much replied jeanne as tersely,must reply to me at that time,1.4,1.0,0.6842105263157895
YDCK,arctic_b0027,Korean,l2,train,And there's no chivalry no quarter shown in this fight," and there's no chivalry, no quarter shown in this fight.",and theres no chivalry no quarter shown in this fight,and theres no chivalry no quarter shown in this fight,0.0,0.0,0.0
TNI,arctic_a0166,Hindi,l2,train,Two days ago Jeanne learned where her father's men were hiding," Two days ago, Jean learned where her father's men were hiding.",two days ago jeanne learned where her fathers men were hiding,two days ago jean learned where her fathers men were hiding,0.09090909090909091,0.09090909090909091,0.0
PNV,arctic_b0506,Vietnamese,l2,train,It would help to tide me along until I got steady employment, It would help to tie me along until I got steady employment.,it would help to tide me along until i got steady employment,it would help to tie me along until i got steady employment,0.08333333333333333,0.08333333333333333,0.023255813953488372
NJS,arctic_a0237,Spanish,l2,train,So Hughie and I did the managing ourselves, So Hagi and I did the managing ourselves.,so hughie and i did the managing ourselves,so hagi and i did the managing ourselves,0.125,0.125,0.06896551724137931
LXC,arctic_b0459,Chinese,l2,train,They are not biologists nor sociologists, They are not biologists nor sociologists.,they are not biologists nor sociologists,they are not biologists nor sociologists,0.0,0.0,0.0
PNV,arctic_a0496,Vietnamese,l2,train,And Tom King patiently endured, and Tom King patiently endured.,and tom king patiently endured,and tom king patiently endured,0.0,0.0,0.0
TLV,arctic_a0258,Vietnamese,l2,train,Soaked in seawater they offset the heat rays, Soak in seawater day after set the heat rays.,soaked in seawater they offset the heat rays,soak in seawater day after set the heat rays,0.5,0.4444444444444444,0.18518518518518517
TXHC,arctic_b0275,Chinese,l2,train,But I did not enjoy it long, but I did not enjoy it long.,but i did not enjoy it long,but i did not enjoy it long,0.0,0.0,0.0
ERMS,arctic_a0484,Spanish,l2,train,No sir ee," No, Siri.",no sir ee,no siri,0.6666666666666666,0.6666666666666666,0.4
SKA,arctic_a0503,Arabic,l2,train,His beady black eyes saw bargains where other men saw bankruptcy, his petty black eyes saw bargains where other men saw bankruptcy.,his beady black eyes saw bargains where other men saw bankruptcy,his petty black eyes saw bargains where other men saw bankruptcy,0.09090909090909091,0.09090909090909091,0.07142857142857142
YBAA,arctic_a0033,Arabic,l2,train,He unfolded a long typewritten letter and handed it to Gregson," He unfolded a long, tibrethane letter and handed it to Gregson.",he unfolded a long typewritten letter and handed it to gregson,he unfolded a long tibrethane letter and handed it to gregson,0.09090909090909091,0.09090909090909091,0.06521739130434782
RRBI,arctic_b0211,Hindi,l2,train,This is eighteen eighty, This is 1880.,this is eighteen eighty,this is 1880,0.5,0.5,0.0
SKA,arctic_b0053,Arabic,l2,train,That is why I am am rattled he laughed, That is why I am rather beloved.,that is why i am am rattled he laughed,that is why i am rather beloved,0.4444444444444444,0.4444444444444444,0.4583333333333333
THV,arctic_b0422,Vietnamese,l2,train,This was when the explosion occurred, This will wind the splotching or curl.,this was when the explosion occurred,this will wind the splotching or curl,0.8333333333333334,0.7142857142857143,0.5833333333333334
SKA,arctic_a0262,Arabic,l2,train,They wouldn't be sweeping a big vessel like the Martha, they wouldn't be sleeping a big vessel like the Marta.,they wouldnt be sweeping a big vessel like the martha,they wouldnt be sleeping a big vessel like the marta,0.2,0.2,0.05555555555555555
TLV,arctic_b0360,Vietnamese,l2,train,This state of mind comes of an undue prominence of the ego, This day of my calm oven and due prominent of the ego.,this state of mind comes of an undue prominence of the ego,this day of my calm oven and due prominent of the ego,0.5833333333333334,0.5833333333333334,0.24390243902439024
ERMS,arctic_a0020,Spanish,l2,train,Clubs and balls and cities grew to be only memories, claps and balls and series grew to be only memories.,clubs and balls and cities grew to be only memories,claps and balls and series grew to be only memories,0.2,0.2,0.10810810810810811
ERMS,arctic_a0038,Spanish,l2,train,We'll have to watch our chances, we'll have to watch our chances.,well have to watch our chances,well have to watch our chances,0.0,0.0,0.0
TNI,arctic_a0326,Hindi,l2,train,Cherokee identified himself with his instinct, Charoci identified himself with his instinct.,cherokee identified himself with his instinct,charoci identified himself with his instinct,0.16666666666666666,0.16666666666666666,0.08333333333333333
TXHC,arctic_b0200,Chinese,l2,train,We leave the eventuality to time and law, We leave the Inventuality to time and law.,we leave the eventuality to time and law,we leave the inventuality to time and law,0.125,0.125,0.07142857142857142
ABA,arctic_b0390,Arabic,l2,train,The voyage was our idea of a good time, The voyage was our idea of a good time.,the voyage was our idea of a good time,the voyage was our idea of a good time,0.0,0.0,0.0
YBAA,arctic_b0211,Arabic,l2,train,This is eighteen eighty, This is 1880.,this is eighteen eighty,this is 1880,0.5,0.5,0.0
TXHC,arctic_b0311,Chinese,l2,train,The twenty ninth very foggy, The 29th Wary Foggy,the twenty ninth very foggy,the 29th wary foggy,0.6,0.6,0.2
RRBI,arctic_b0035,Hindi,l2,train,After all the picture was only a resemblance," After all, the picture was only a resemblance.",after all the picture was only a resemblance,after all the picture was only a resemblance,0.0,0.0,0.0
YKWK,arctic_b0305,Korean,l2,train,It was our river emerging like ourselves from the great swamp, It was our river emerging like ourselves from the Great Swamp.,it was our river emerging like ourselves from the great swamp,it was our river emerging like ourselves from the great swamp,0.0,0.0,0.0
NJS,arctic_b0428,Spanish,l2,train,The history of our westward faring race is written in it, The history of our westward fairing race is written in it.,the history of our westward faring race is written in it,the history of our westward fairing race is written in it,0.09090909090909091,0.09090909090909091,0.02631578947368421
SKA,arctic_b0210,Arabic,l2,train,Whatever he guessed he locked away in the taboo room of Naomi," Whatever he guessed, he logged away in the taboo room of Namui.",whatever he guessed he locked away in the taboo room of naomi,whatever he guessed he logged away in the taboo room of namui,0.16666666666666666,0.16666666666666666,0.15384615384615385
TNI,arctic_b0382,Hindi,l2,train,I defy any man to get a Solomon Island sore in California, I defy any men to get a Solomon Island store in California.,i defy any man to get a solomon island sore in california,i defy any men to get a solomon island store in california,0.16666666666666666,0.16666666666666666,0.045454545454545456
YBAA,arctic_a0067,Arabic,l2,train,Surely I will excuse you she cried," Surely I will execute you, she cried.",surely i will excuse you she cried,surely i will execute you she cried,0.14285714285714285,0.14285714285714285,0.125
YDCK,arctic_a0088,Korean,l2,train,He made sure that the magazine was loaded and resumed his paddling, He made sure that the magazine was loaded and resumed his peddling.,he made sure that the magazine was loaded and resumed his paddling,he made sure that the magazine was loaded and resumed his peddling,0.08333333333333333,0.08333333333333333,0.02127659574468085
NCC,arctic_a0352,Chinese,l2,train,I'm sure going along with you all Elijah, I'm sure going along with your all Malaysia.,im sure going along with you all elijah,im sure going along with your all malaysia,0.25,0.25,0.24
ABA,arctic_a0243,Arabic,l2,train,I only read the quotations, I only read sacitations.,i only read the quotations,i only read sacitations,0.4,0.4,0.2631578947368421
ABA,arctic_b0176,Arabic,l2,train,I'll see to poor Hughie, I'll see to poor Yogi.,ill see to poor hughie,ill see to poor yogi,0.2,0.2,0.23076923076923078
MBMPS,arctic_b0311,Spanish,l2,train,The twenty ninth very foggy," The 29th, very foggy.",the twenty ninth very foggy,the 29th very foggy,0.4,0.4,0.15
RRBI,arctic_b0521,Hindi,l2,train,And he thought of Oona and of her words, and he thought of Ona and of her words.,and he thought of oona and of her words,and he thought of ona and of her words,0.1111111111111111,0.1111111111111111,0.08333333333333333
YKWK,arctic_a0494,Korean,l2,train,O'Brien took off his coat and bared his right arm, O'Brien took off his coat and buried his right arm.,obrien took off his coat and bared his right arm,obrien took off his coat and buried his right arm,0.1,0.1,0.030303030303030304
ABA,arctic_a0381,Arabic,l2,train,My name's Ferguson, My name is Ferguson.,my names ferguson,my name is ferguson,0.6666666666666666,0.5,0.07692307692307693
ERMS,arctic_a0540,Spanish,l2,train,Yea so are all the lesser animals of today clean," Yeah, so are all the lesser animals of today clean.",yea so are all the lesser animals of today clean,yeah so are all the lesser animals of today clean,0.1,0.1,0.03225806451612903
HKK,arctic_a0370,Korean,l2,train,He saw all men in the business game doing this, He saw all men in the fitness game doing this.,he saw all men in the business game doing this,he saw all men in the fitness game doing this,0.1,0.1,0.06896551724137931
SKA,arctic_a0368,Arabic,l2,train,I just do appreciate it without being able to express my feelings, I just do appreciate it without being able to express my feelings.,i just do appreciate it without being able to express my feelings,i just do appreciate it without being able to express my feelings,0.0,0.0,0.0
PNV,arctic_b0044,Vietnamese,l2,train,For a few moments he ate in silence, for a few moments he ate in silence.,for a few moments he ate in silence,for a few moments he ate in silence,0.0,0.0,0.0
SKA,arctic_a0008,Arabic,l2,train,Gad your letter came just in time, Get your letter came just in time.,gad your letter came just in time,get your letter came just in time,0.14285714285714285,0.14285714285714285,0.09090909090909091
YDCK,arctic_b0126,Korean,l2,train,Blood was oozing slowly from the wounded man's right breast, blood was oozing slowly from the undead man's right breast.,blood was oozing slowly from the wounded mans right breast,blood was oozing slowly from the undead mans right breast,0.1,0.1,0.075
RRBI,arctic_a0513,Hindi,l2,train,We must give ourselves and not our money alone, We must give ourselves and not our money alone.,we must give ourselves and not our money alone,we must give ourselves and not our money alone,0.0,0.0,0.0
ERMS,arctic_b0393,Spanish,l2,train,I was still weak from my prolonged immersion, I was still weak from my prolonged immersion.,i was still weak from my prolonged immersion,i was still weak from my prolonged immersion,0.0,0.0,0.0
NCC,arctic_a0174,Chinese,l2,train,They were the presage of storm, they were the precious of stone.,they were the presage of storm,they were the precious of stone,0.3333333333333333,0.3333333333333333,0.3157894736842105
HKK,arctic_a0349,Korean,l2,train,It was simple in its way and no virtue of his, It was simple in its way and no virtue of ease.,it was simple in its way and no virtue of his,it was simple in its way and no virtue of ease,0.09090909090909091,0.09090909090909091,0.0625
ERMS,arctic_a0136,Spanish,l2,train,About him everywhere were the evidences of luxury and of age, about him everywhere were the evidences of luxury and of age.,about him everywhere were the evidences of luxury and of age,about him everywhere were the evidences of luxury and of age,0.0,0.0,0.0
LXC,arctic_a0267,Chinese,l2,train,Eli Harding asked as Shunk started to follow, Ellie Hadding asked as Shunk started to follow.,eli harding asked as shunk started to follow,ellie hadding asked as shunk started to follow,0.25,0.25,0.125
MBMPS,arctic_a0481,Spanish,l2,train,Nimrod replied with a slight manifestation of sensitiveness, Nimrod replied with a side manifestation of sensitiveness.,nimrod replied with a slight manifestation of sensitiveness,nimrod replied with a side manifestation of sensitiveness,0.125,0.125,0.044444444444444446
PNV,arctic_b0054,Vietnamese,l2,train,He understood the meaning of the look, He understood the meaning of the look.,he understood the meaning of the look,he understood the meaning of the look,0.0,0.0,0.0
TNI,arctic_b0130,Hindi,l2,train,She saw the answer in his face, He saw the answer in his face.,she saw the answer in his face,he saw the answer in his face,0.14285714285714285,0.14285714285714285,0.05555555555555555
YDCK,arctic_a0443,Korean,l2,train,He was worth nothing to the world, He was worth nothing to the world.,he was worth nothing to the world,he was worth nothing to the world,0.0,0.0,0.0
MBMPS,arctic_a0427,Spanish,l2,train,Enters now the psychology of the situation, enters now the psychology of the situation.,enters now the psychology of the situation,enters now the psychology of the situation,0.0,0.0,0.0
HKK,arctic_a0029,Korean,l2,train,Their forces were already moving into the north country, Their forces were already moving into the North's country.,their forces were already moving into the north country,their forces were already moving into the norths country,0.1111111111111111,0.1111111111111111,0.02631578947368421
SKA,arctic_a0115,Arabic,l2,train,He had no excuse for the feelings which were aroused in him, He had no excuse for the feelings which were aroused in him.,he had no excuse for the feelings which were aroused in him,he had no excuse for the feelings which were aroused in him,0.0,0.0,0.0
YDCK,arctic_a0477,Korean,l2,train,Wada Louis and the steward are servants of Asiatic breed, Wada Lewis and the Stuart are servants of ascetic breed.,wada louis and the steward are servants of asiatic breed,wada lewis and the stuart are servants of ascetic breed,0.3,0.3,0.125
LXC,arctic_a0489,Chinese,l2,train,They were artists not biologists," They were artists, not biologists.",they were artists not biologists,they were artists not biologists,0.0,0.0,0.0
TNI,arctic_a0178,Hindi,l2,train,Every bone in her aged body seemed broken or dislocated, Every bone in her aged body seemed broken and dislocated.,every bone in her aged body seemed broken or dislocated,every bone in her aged body seemed broken and dislocated,0.1,0.1,0.075
TNI,arctic_b0511,Hindi,l2,train,Do you value your hide, Do you value your height?,do you value your hide,do you value your height,0.2,0.2,0.06666666666666667
HKK,arctic_a0355,Korean,l2,train,A burst of laughter was his reward, A burst of laughter was his reward.,a burst of laughter was his reward,a burst of laughter was his reward,0.0,0.0,0.0
ERMS,arctic_a0093,Spanish,l2,train,For a full minute he crouched and listened," For a full minute, he crouched and listened.",for a full minute he crouched and listened,for a full minute he crouched and listened,0.0,0.0,0.0
ABA,arctic_b0066,Arabic,l2,train,If I meet her again I shall apologize said Eileen," If I meet her again, I shall apologize,"" said Elin.",if i meet her again i shall apologize said eileen,if i meet her again i shall apologize said elin,0.1,0.1,0.06451612903225806
YKWK,arctic_a0032,Korean,l2,train,Since then some mysterious force has been fighting us at every step," Since then, some mysterious force has been fighting us at every step.",since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,0.0,0.0,0.0
SKA,arctic_a0084,Arabic,l2,train,Scarcely had he uttered the name when Pierre's closing eyes shot open, Skercely had he uttered the name when various closing eyes shot up.,scarcely had he uttered the name when pierres closing eyes shot open,skercely had he uttered the name when various closing eyes shot up,0.25,0.25,0.2558139534883721
PNV,arctic_b0072,Vietnamese,l2,train,Then he hastened on as Pierre had guided him, Then he has turned down as Pierre had guided him.,then he hastened on as pierre had guided him,then he has turned down as pierre had guided him,0.3333333333333333,0.3,0.2
MBMPS,arctic_b0074,Spanish,l2,train,Yet behind them there was another and more powerful motive, Yet behind them there was another and more powerful motive.,yet behind them there was another and more powerful motive,yet behind them there was another and more powerful motive,0.0,0.0,0.0
RRBI,arctic_b0030,Hindi,l2,train,Gregson held a lighted match until it burnt his fingertips, Grecsen held a lighted match until it burned his fingertips.,gregson held a lighted match until it burnt his fingertips,grecsen held a lighted match until it burned his fingertips,0.2,0.2,0.046511627906976744
SKA,arctic_b0329,Arabic,l2,train,I'd sooner have my chips back, I do not have my chips back.,id sooner have my chips back,i do not have my chips back,0.5,0.42857142857142855,0.2222222222222222
ABA,arctic_a0155,Arabic,l2,train,Won't you draw up gentlemen," Will not you draw up, gentlemen?",wont you draw up gentlemen,will not you draw up gentlemen,0.4,0.3333333333333333,0.15
MBMPS,arctic_b0192,Spanish,l2,train,Outsiders are allowed five minute speeches the sick man urged, Outsiders are allowed five-minute speeches. The sick men urged.,outsiders are allowed five minute speeches the sick man urged,outsiders are allowed fiveminute speeches the sick men urged,0.3,0.3,0.18421052631578946
YKWK,arctic_b0088,Korean,l2,train,Until I die he exclaimed," Until I die, he exclaimed.",until i die he exclaimed,until i die he exclaimed,0.0,0.0,0.0
RRBI,arctic_a0495,Hindi,l2,train,He bore no grudges and had few enemies, He bore no grudges and had few enemies.,he bore no grudges and had few enemies,he bore no grudges and had few enemies,0.0,0.0,0.0
ASI,arctic_b0249,Hindi,l2,train,I know they are my oysters, I know they are my oysters.,i know they are my oysters,i know they are my oysters,0.0,0.0,0.0
THV,arctic_a0106,Vietnamese,l2,train,The emotion which she had suppressed burst forth now in a choking sob, The emotion which she has suppressed burst forth now in a choking shop.,the emotion which she had suppressed burst forth now in a choking sob,the emotion which she has suppressed burst forth now in a choking shop,0.15384615384615385,0.15384615384615385,0.06818181818181818
TNI,arctic_b0200,Hindi,l2,train,We leave the eventuality to time and law, We leave the eventuality to time and love.,we leave the eventuality to time and law,we leave the eventuality to time and love,0.125,0.125,0.07142857142857142
TLV,arctic_b0296,Vietnamese,l2,train,At times I wondered where Sir Archibald got his style, At times I wonder where she actually bought his style.,at times i wondered where sir archibald got his style,at times i wonder where she actually bought his style,0.4,0.4,0.25
YKWK,arctic_b0304,Korean,l2,train,His previous wives had never lived long enough to bear him children, His previous wives had never lived long enough to bear him children.,his previous wives had never lived long enough to bear him children,his previous wives had never lived long enough to bear him children,0.0,0.0,0.0
TXHC,arctic_b0513,Chinese,l2,train,He plodded on for half an hour when the hallucination arose again, He probably long for half an hour when the hallucination arose again.,he plodded on for half an hour when the hallucination arose again,he probably long for half an hour when the hallucination arose again,0.16666666666666666,0.16666666666666666,0.18604651162790697
LXC,arctic_a0397,Chinese,l2,train,Call me that again he murmured ecstatically, Call me that again. He murmured ecstatically.,call me that again he murmured ecstatically,call me that again he murmured ecstatically,0.0,0.0,0.0
NCC,arctic_a0512,Chinese,l2,train,No it is a palace wherein there are many servants," No, it is a palace wearing there are many servants.",no it is a palace wherein there are many servants,no it is a palace wearing there are many servants,0.1,0.1,0.030303030303030304
TLV,arctic_b0327,Vietnamese,l2,train,He had been so easy, He has been so easy.,he had been so easy,he has been so easy,0.2,0.2,0.07692307692307693
NJS,arctic_b0302,Spanish,l2,train,I pulled suddenly with all my might, I pulled suddenly with all my might.,i pulled suddenly with all my might,i pulled suddenly with all my might,0.0,0.0,0.0
SKA,arctic_a0356,Arabic,l2,train,You don't catch me at any such foolishness, Don't catch me at any such foolishness.,you dont catch me at any such foolishness,dont catch me at any such foolishness,0.125,0.125,0.07407407407407407
ABA,arctic_b0207,Arabic,l2,train,I'm as good as a man she urged, I am as good as a man she urged.,im as good as a man she urged,i am as good as a man she urged,0.25,0.2222222222222222,0.1111111111111111
TXHC,arctic_b0227,Chinese,l2,train,Shorty turned to their employers, Shorty turned to their employers.,shorty turned to their employers,shorty turned to their employers,0.0,0.0,0.0
RRBI,arctic_b0073,Hindi,l2,train,With these arguments he convinced himself that he should go on alone," With these arguments, he convinced himself that he should go on alone.",with these arguments he convinced himself that he should go on alone,with these arguments he convinced himself that he should go on alone,0.0,0.0,0.0
ABA,arctic_b0247,Arabic,l2,train,He wanted to give the finish to this foe already so far gone, He wanted to give the finish to this fool already so far gone.,he wanted to give the finish to this foe already so far gone,he wanted to give the finish to this fool already so far gone,0.07692307692307693,0.07692307692307693,0.04878048780487805
THV,arctic_b0181,Vietnamese,l2,train,And you preferred a cannibal isle and a cartridge belt, And you prefer cannibal eyes and a cat's feet belt?,and you preferred a cannibal isle and a cartridge belt,and you prefer cannibal eyes and a cats feet belt,0.5,0.45454545454545453,0.25
ABA,arctic_a0017,Arabic,l2,train,From that moment his friendship for Belize turns to hatred and jealousy," From that moment, his friendship for Plyes turned to Hittered and Jealousy.",from that moment his friendship for belize turns to hatred and jealousy,from that moment his friendship for plyes turned to hittered and jealousy,0.25,0.25,0.1320754716981132
YDCK,arctic_a0341,Korean,l2,train,Why doggone you all shake again, Why the gun you all shake again?,why doggone you all shake again,why the gun you all shake again,0.3333333333333333,0.2857142857142857,0.16666666666666666
TNI,arctic_a0112,Hindi,l2,train,He was wounded in the arm, He was wounded in the arm.,he was wounded in the arm,he was wounded in the arm,0.0,0.0,0.0
NJS,arctic_a0495,Spanish,l2,train,He bore no grudges and had few enemies, He bore no grudges and had few enemies.,he bore no grudges and had few enemies,he bore no grudges and had few enemies,0.0,0.0,0.0
SKA,arctic_a0218,Arabic,l2,train,The ringing of the big bell aroused him, the ringing of the big bell arose the hem.,the ringing of the big bell aroused him,the ringing of the big bell arose the hem,0.375,0.3333333333333333,0.16666666666666666
TXHC,arctic_a0004,Chinese,l2,train,Lord but I'm glad to see you again Phil," Lord, but I'm glad to see you again, Phil.",lord but im glad to see you again phil,lord but im glad to see you again phil,0.0,0.0,0.0
TLV,arctic_a0459,Vietnamese,l2,train,There's too much of the schoolboy in me, There are too much of school more in me.,theres too much of the schoolboy in me,there are too much of school more in me,0.5,0.4444444444444444,0.30434782608695654
HKK,arctic_b0083,Korean,l2,train,In it there was something that was almost tragedy," In it, there was something that was almost tragedy.",in it there was something that was almost tragedy,in it there was something that was almost tragedy,0.0,0.0,0.0
HKK,arctic_b0034,Korean,l2,train,He confessed that the sketch had startled him, He confessed that the sketch had distorted him.,he confessed that the sketch had startled him,he confessed that the sketch had distorted him,0.125,0.125,0.125
NJS,arctic_b0282,Spanish,l2,train,Some of the smaller veins had doubtless been ruptured, Some of the smaller veins had doubles been ruptured.,some of the smaller veins had doubtless been ruptured,some of the smaller veins had doubles been ruptured,0.1111111111111111,0.1111111111111111,0.14705882352941177
YKWK,arctic_b0337,Korean,l2,train,Here he got a fresh thrill, Here he got a fresh thrill.,here he got a fresh thrill,here he got a fresh thrill,0.0,0.0,0.0
ABA,arctic_a0099,Arabic,l2,train,A maddening joy pounded in his brain, a meddling joy pounded in his brain.,a maddening joy pounded in his brain,a meddling joy pounded in his brain,0.14285714285714285,0.14285714285714285,0.08
